MatchDate,Season,Team,Opponent,Venue,Shots,GoalsFor,GoalsAgainst,Result,RedCard
10/12/17,1718,Barcelona,Villarreal,Away,6,2,0,A,0
10/12/2023,2324,Barcelona,Girona,Home,11,2,4,A,0
11/01/09,809,Barcelona,Osasuna,Away,9,3,2,A,0
11/01/14,1314,Barcelona,Ath Madrid,Away,2,0,0,D,0
11/01/15,1415,Barcelona,Ath Madrid,Home,7,3,1,H,0
11/02/07,607,Barcelona,Santander,Home,7,2,0,H,0
11/02/12,1112,Barcelona,Osasuna,Away,8,2,3,H,0
11/02/17,1617,Barcelona,Alaves,Away,9,6,0,A,0
11/02/18,1718,Barcelona,Getafe,Home,6,0,0,D,0
11/02/2024,2324,Barcelona,Granada,Home,6,3,3,D,0
11/03/12,1112,Barcelona,Santander,Away,8,2,0,A,0
11/04/09,809,Barcelona,Recreativo,Home,6,2,0,H,0
11/04/15,1415,Barcelona,Sevilla,Away,7,2,2,D,0
11/04/2026,2526,Barcelona,Espanol,Home,10,4,1,H,0
11/05/08,708,Barcelona,Mallorca,Home,4,2,3,A,1
11/05/11,1011,Barcelona,Levante,Away,2,1,1,D,0
11/05/14,1314,Barcelona,Elche,Away,6,0,0,D,0
11/05/2021,2021,Barcelona,Levante,Away,5,3,3,D,0
11/05/2025,2425,Barcelona,Real Madrid,Home,9,4,3,H,0
11/07/2020,1920,Barcelona,Valladolid,Away,6,1,0,A,0
11/09/05,506,Barcelona,Mallorca,Home,7,2,0,H,0
11/09/10,1011,Barcelona,Hercules,Home,9,0,2,A,0
11/11/12,1213,Barcelona,Mallorca,Away,5,4,2,A,0
11/11/2018,1819,Barcelona,Betis,Home,5,3,4,A,1
11/12/05,506,Barcelona,Sevilla,Home,3,2,1,H,0
12/01/08,708,Barcelona,Murcia,Home,10,4,0,H,0
12/02/06,506,Barcelona,Valencia,Away,5,0,1,H,0
12/02/11,1011,Barcelona,Sp Gijon,Away,6,1,1,D,0
12/02/2023,2223,Barcelona,Villarreal,Away,4,1,0,A,0
12/03/06,506,Barcelona,Osasuna,Away,4,1,2,H,2
12/03/16,1516,Barcelona,Getafe,Home,9,6,0,H,0
12/03/17,1617,Barcelona,La Coruna,Away,5,1,2,H,0
12/03/2023,2223,Barcelona,Ath Bilbao,Away,2,1,0,A,0
12/04/08,708,Barcelona,Recreativo,Away,3,2,2,D,0
12/04/14,1314,Barcelona,Granada,Away,9,0,1,H,0
12/04/2025,2425,Barcelona,Leganes,Away,3,1,0,A,0
12/05/12,1112,Barcelona,Betis,Away,6,2,2,D,1
12/05/13,1213,Barcelona,Ath Madrid,Away,3,2,1,A,0
12/05/2019,1819,Barcelona,Getafe,Home,8,2,0,H,0
12/09/09,910,Barcelona,Getafe,Away,9,2,0,A,0
12/09/15,1516,Barcelona,Ath Madrid,Away,5,2,1,A,0
12/11/06,607,Barcelona,Zaragoza,Home,4,3,1,H,1
12/11/2023,2324,Barcelona,Alaves,Home,6,2,1,H,0
12/12/09,910,Barcelona,Espanol,Home,3,1,0,H,0
12/12/10,1011,Barcelona,Sociedad,Home,9,5,0,H,0
12/12/15,1516,Barcelona,La Coruna,Home,7,2,2,D,0
12/12/2021,2122,Barcelona,Osasuna,Away,2,2,2,D,0
13/01/07,607,Barcelona,Espanol,Away,6,1,3,H,0
13/01/13,1213,Barcelona,Malaga,Away,4,3,1,A,0
13/01/2019,1819,Barcelona,Eibar,Home,6,3,0,H,0
13/02/2021,2021,Barcelona,Alaves,Home,9,5,1,H,0
13/02/2022,2122,Barcelona,Espanol,Away,4,2,2,D,1
13/03/11,1011,Barcelona,Sevilla,Away,6,1,1,D,0
13/03/2022,2122,Barcelona,Osasuna,Home,9,4,0,H,0
13/04/2019,1819,Barcelona,Huesca,Away,2,0,0,D,0
13/04/2024,2324,Barcelona,Cadiz,Away,2,1,0,A,0
13/05/06,506,Barcelona,Sevilla,Away,4,2,3,H,1
13/05/07,607,Barcelona,Betis,Home,3,1,1,D,0
13/05/18,1718,Barcelona,Levante,Away,7,4,5,H,0
13/05/2024,2324,Barcelona,Sociedad,Home,5,2,0,H,0
13/05/2026,2526,Barcelona,Alaves,Away,0,0,1,H,0
13/06/2020,1920,Barcelona,Mallorca,Away,7,4,0,A,0
13/08/2022,2223,Barcelona,Vallecano,Home,6,0,0,D,1
13/08/2023,2324,Barcelona,Getafe,Away,4,0,0,D,1
13/09/08,809,Barcelona,Santander,Home,7,1,1,D,0
13/09/14,1415,Barcelona,Ath Bilbao,Home,8,2,0,H,0
13/11/10,1011,Barcelona,Villarreal,Home,5,3,1,H,0
13/12/08,809,Barcelona,Real Madrid,Home,8,2,0,H,0
13/12/14,1415,Barcelona,Getafe,Away,2,0,0,D,0
13/12/2020,2021,Barcelona,Levante,Home,13,1,0,H,0
13/12/2025,2526,Barcelona,Osasuna,Home,7,2,0,H,0
14/01/17,1617,Barcelona,Las Palmas,Home,10,5,0,H,0
14/01/18,1718,Barcelona,Sociedad,Away,5,4,2,A,0
14/02/09,809,Barcelona,Betis,Away,12,2,2,D,0
14/02/10,910,Barcelona,Ath Madrid,Away,7,1,2,H,0
14/02/16,1516,Barcelona,Celta,Home,11,6,1,H,0
14/03/10,910,Barcelona,Valencia,Home,8,3,0,H,0
14/03/15,1415,Barcelona,Eibar,Away,4,2,0,A,0
14/04/06,506,Barcelona,Villarreal,Home,4,1,0,H,0
14/04/10,910,Barcelona,La Coruna,Home,11,3,0,H,0
14/04/12,1112,Barcelona,Levante,Away,8,2,1,A,0
14/04/13,1213,Barcelona,Zaragoza,Away,6,3,0,A,0
14/04/18,1718,Barcelona,Valencia,Home,7,2,1,H,0
14/05/16,1516,Barcelona,Granada,Away,10,3,0,A,0
14/05/17,1617,Barcelona,Las Palmas,Away,5,4,1,A,0
14/05/2023,2223,Barcelona,Espanol,Away,5,4,2,A,0
14/09/13,1314,Barcelona,Sevilla,Home,10,3,2,H,0
14/09/2019,1920,Barcelona,Valencia,Home,10,5,2,H,0
14/09/2025,2526,Barcelona,Valencia,Home,10,6,0,H,0
14/10/17,1718,Barcelona,Ath Madrid,Away,7,1,1,D,0
14/12/13,1314,Barcelona,Villarreal,Home,7,2,1,H,0
14/12/2019,1920,Barcelona,Sociedad,Away,5,2,2,D,0
15/01/06,506,Barcelona,Ath Bilbao,Home,9,2,1,H,1
15/01/12,1112,Barcelona,Betis,Home,9,4,2,H,0
15/02/14,1314,Barcelona,Vallecano,Home,10,6,0,H,0
15/02/15,1415,Barcelona,Levante,Home,10,5,0,H,0
15/02/2020,1920,Barcelona,Getafe,Home,5,2,1,H,0
15/03/09,809,Barcelona,Almeria,Away,7,2,0,A,0
15/03/2021,2021,Barcelona,Huesca,Home,5,4,1,H,0
15/03/2026,2526,Barcelona,Sevilla,Home,8,5,2,H,0
15/04/07,607,Barcelona,Mallorca,Home,4,1,0,H,0
15/04/17,1617,Barcelona,Sociedad,Home,9,3,2,H,0
15/05/11,1011,Barcelona,La Coruna,Home,2,0,0,D,0
15/05/2022,2122,Barcelona,Getafe,Away,1,0,0,D,0
15/05/2025,2425,Barcelona,Espanol,Away,4,2,0,A,0
15/08/2021,2122,Barcelona,Sociedad,Home,8,4,2,H,0
15/09/12,1213,Barcelona,Getafe,Away,9,4,1,A,0
15/09/2018,1819,Barcelona,Sociedad,Away,6,2,1,A,0
15/09/2024,2425,Barcelona,Girona,Away,9,4,1,A,1
15/10/05,506,Barcelona,La Coruna,Away,6,3,3,D,0
15/10/06,607,Barcelona,Sevilla,Home,5,3,1,H,0
15/10/11,1112,Barcelona,Santander,Home,6,3,0,H,0
15/10/16,1617,Barcelona,La Coruna,Home,8,4,0,H,0
15/12/07,708,Barcelona,Valencia,Away,11,3,0,A,0
15/12/2024,2425,Barcelona,Leganes,Home,4,0,1,A,0
16/01/10,910,Barcelona,Sevilla,Home,12,4,0,H,0
16/01/11,1011,Barcelona,Malaga,Home,9,4,1,H,0
16/02/08,708,Barcelona,Zaragoza,Away,5,2,1,A,0
16/02/13,1213,Barcelona,Granada,Away,8,2,1,A,0
16/02/2019,1819,Barcelona,Valladolid,Home,8,1,0,H,0
16/02/2026,2526,Barcelona,Girona,Away,4,1,2,H,0
16/03/08,708,Barcelona,Almeria,Away,5,2,2,D,1
16/03/14,1314,Barcelona,Osasuna,Home,11,7,0,H,0
16/03/2025,2425,Barcelona,Ath Madrid,Away,6,4,2,A,0
16/04/11,1011,Barcelona,Real Madrid,Away,6,1,1,D,0
16/04/2023,2223,Barcelona,Getafe,Away,3,0,0,D,0
16/05/10,910,Barcelona,Valladolid,Home,7,4,0,H,0
16/05/2021,2021,Barcelona,Celta,Home,4,1,2,A,1
16/05/2024,2324,Barcelona,Almeria,Away,7,2,0,A,0
16/06/2020,1920,Barcelona,Leganes,Home,5,2,0,H,0
16/07/2020,1920,Barcelona,Osasuna,Home,3,1,2,A,0
16/08/2019,1920,Barcelona,Ath Bilbao,Away,2,0,1,H,0
16/08/2025,2526,Barcelona,Mallorca,Away,8,3,0,A,0
16/09/07,708,Barcelona,Osasuna,Away,3,0,0,D,0
16/09/17,1718,Barcelona,Getafe,Away,5,2,1,A,0
16/09/2023,2324,Barcelona,Betis,Home,9,5,0,H,0
16/10/10,1011,Barcelona,Valencia,Home,8,2,1,H,0
16/10/2022,2223,Barcelona,Real Madrid,Away,5,1,3,H,0
16/11/08,809,Barcelona,Recreativo,Away,8,2,0,A,0
16/12/12,1213,Barcelona,Ath Madrid,Home,6,4,1,H,0
16/12/2018,1819,Barcelona,Levante,Away,9,5,0,A,0
16/12/2020,2021,Barcelona,Sociedad,Home,4,2,1,H,0
16/12/2023,2324,Barcelona,Valencia,Away,8,1,1,D,0
17/01/09,809,Barcelona,La Coruna,Home,10,5,0,H,0
17/01/16,1516,Barcelona,Ath Bilbao,Home,8,6,0,H,0
17/02/16,1516,Barcelona,Sp Gijon,Away,8,3,1,A,0
17/02/18,1718,Barcelona,Eibar,Away,6,2,0,A,0
17/02/2024,2324,Barcelona,Celta,Away,4,2,1,A,0
17/02/2025,2425,Barcelona,Vallecano,Home,5,1,0,H,0
17/03/07,607,Barcelona,Recreativo,Away,6,4,0,A,0
17/03/12,1112,Barcelona,Sevilla,Away,9,2,0,A,0
17/03/13,1213,Barcelona,Vallecano,Home,7,3,1,H,0
17/03/2019,1819,Barcelona,Betis,Away,9,4,1,A,0
17/03/2024,2324,Barcelona,Ath Madrid,Away,5,3,0,A,0
17/04/10,910,Barcelona,Espanol,Away,1,0,0,D,1
17/04/16,1516,Barcelona,Valencia,Home,7,1,2,A,0
17/04/18,1718,Barcelona,Celta,Away,6,2,2,D,1
17/05/08,708,Barcelona,Murcia,Away,9,5,3,A,0
17/05/09,809,Barcelona,Mallorca,Away,10,1,2,H,0
17/05/14,1314,Barcelona,Ath Madrid,Home,4,1,1,D,0
17/05/15,1415,Barcelona,Ath Madrid,Away,5,1,0,A,0
17/05/2026,2526,Barcelona,Betis,Home,9,3,1,H,0
17/06/07,607,Barcelona,Gimnastic,Away,12,5,1,A,0
17/08/2024,2425,Barcelona,Valencia,Away,8,2,1,A,0
17/09/06,607,Barcelona,Santander,Away,7,3,0,A,0
17/09/11,1112,Barcelona,Osasuna,Home,14,8,0,H,0
17/09/16,1617,Barcelona,Leganes,Away,7,5,1,A,0
17/09/2022,2223,Barcelona,Elche,Home,9,3,0,H,0
17/10/09,910,Barcelona,Valencia,Away,3,0,0,D,0
17/10/15,1516,Barcelona,Vallecano,Home,9,5,2,H,0
17/10/2020,2021,Barcelona,Getafe,Away,1,0,1,H,0
17/10/2021,2122,Barcelona,Valencia,Home,5,3,1,H,0
17/11/12,1213,Barcelona,Zaragoza,Home,3,3,1,H,0
17/12/05,506,Barcelona,Cadiz,Away,9,3,1,A,0
17/12/17,1718,Barcelona,La Coruna,Home,11,4,0,H,0
18/01/15,1415,Barcelona,La Coruna,Away,6,4,0,A,0
18/01/2025,2425,Barcelona,Getafe,Away,5,1,1,D,0
18/01/2026,2526,Barcelona,Sociedad,Away,9,1,2,H,0
18/02/06,506,Barcelona,Betis,Home,8,5,1,H,0
18/02/07,607,Barcelona,Valencia,Away,3,1,2,H,1
18/03/06,506,Barcelona,Sociedad,Away,6,2,0,A,0
18/03/18,1718,Barcelona,Ath Bilbao,Home,9,2,0,H,0
18/04/09,809,Barcelona,Getafe,Away,8,1,0,A,0
18/04/15,1415,Barcelona,Valencia,Home,5,2,0,H,0
18/04/2022,2122,Barcelona,Cadiz,Home,6,0,1,A,0
18/05/2025,2425,Barcelona,Villarreal,Home,9,2,3,A,0
18/08/13,1314,Barcelona,Levante,Home,13,7,0,H,0
18/08/2018,1819,Barcelona,Alaves,Home,9,3,0,H,0
18/09/05,506,Barcelona,Ath Madrid,Away,4,1,2,H,0
18/10/14,1415,Barcelona,Eibar,Home,12,3,0,H,0
18/10/2025,2526,Barcelona,Girona,Home,9,2,1,H,0
18/11/17,1718,Barcelona,Leganes,Away,7,3,0,A,0
18/12/10,1011,Barcelona,Espanol,Away,10,5,1,A,0
18/12/16,1617,Barcelona,Espanol,Home,7,4,1,H,0
18/12/2019,1920,Barcelona,Real Madrid,Home,2,0,0,D,0
18/12/2021,2122,Barcelona,Elche,Home,8,3,2,H,0
19/01/13,1213,Barcelona,Sociedad,Away,3,2,3,H,1
19/01/14,1314,Barcelona,Levante,Away,6,1,1,D,0
19/01/2020,1920,Barcelona,Granada,Home,6,1,0,H,0
19/02/12,1112,Barcelona,Valencia,Home,15,5,1,H,0
19/02/17,1617,Barcelona,Leganes,Home,6,2,1,H,0
19/02/2023,2223,Barcelona,Cadiz,Home,5,2,0,H,0
19/03/11,1011,Barcelona,Getafe,Home,6,2,1,H,0
19/03/17,1617,Barcelona,Valencia,Home,12,4,2,H,0
19/03/2023,2223,Barcelona,Real Madrid,Home,7,2,1,H,0
19/04/08,708,Barcelona,Espanol,Home,6,0,0,D,0
19/04/2025,2425,Barcelona,Celta,Home,6,4,3,H,0
19/05/13,1213,Barcelona,Valladolid,Home,4,2,1,H,0
19/05/2019,1819,Barcelona,Eibar,Away,3,2,2,D,0
19/05/2024,2324,Barcelona,Vallecano,Home,6,3,0,H,0
19/06/2020,1920,Barcelona,Sevilla,Away,4,0,0,D,0
19/07/2020,1920,Barcelona,Alaves,Away,8,5,0,A,0
19/08/12,1213,Barcelona,Sociedad,Home,10,5,1,H,0
19/09/09,910,Barcelona,Ath Madrid,Home,6,5,2,H,0
19/09/10,1011,Barcelona,Ath Madrid,Away,8,2,1,A,0
19/09/17,1718,Barcelona,Eibar,Home,10,6,1,H,0
19/10/08,809,Barcelona,Ath Bilbao,Away,3,1,0,A,0
19/10/13,1314,Barcelona,Osasuna,Away,3,0,0,D,0
19/10/2019,1920,Barcelona,Eibar,Away,4,3,0,A,0
19/11/05,506,Barcelona,Real Madrid,Away,7,3,0,A,0
19/11/06,607,Barcelona,Mallorca,Away,5,4,1,A,0
19/11/11,1112,Barcelona,Zaragoza,Home,11,4,0,H,0
19/11/16,1617,Barcelona,Malaga,Home,8,0,0,D,0
19/12/2020,2021,Barcelona,Valencia,Home,9,2,2,D,0
20/01/08,708,Barcelona,Santander,Home,2,1,0,H,0
20/01/2019,1819,Barcelona,Leganes,Home,7,3,1,H,0
20/02/10,910,Barcelona,Santander,Home,9,4,0,H,0
20/02/11,1011,Barcelona,Ath Bilbao,Home,5,2,1,H,0
20/02/16,1516,Barcelona,Las Palmas,Away,8,2,1,A,0
20/02/2022,2122,Barcelona,Valencia,Away,6,4,1,A,0
20/03/12,1112,Barcelona,Granada,Home,8,5,3,H,1
20/03/16,1516,Barcelona,Villarreal,Away,6,2,2,D,0
20/03/2022,2122,Barcelona,Real Madrid,Away,10,4,0,A,0
20/04/13,1213,Barcelona,Levante,Home,9,1,0,H,0
20/04/14,1314,Barcelona,Ath Bilbao,Home,8,2,1,H,0
20/04/16,1516,Barcelona,La Coruna,Away,10,8,0,A,0
20/04/2019,1819,Barcelona,Sociedad,Home,4,2,1,H,0
20/05/06,506,Barcelona,Ath Bilbao,Away,4,1,3,H,0
20/05/07,607,Barcelona,Ath Madrid,Away,11,6,0,A,0
20/05/18,1718,Barcelona,Sociedad,Home,4,1,0,H,0
20/05/2023,2223,Barcelona,Sociedad,Home,4,1,2,A,0
20/08/16,1617,Barcelona,Betis,Home,12,6,2,H,0
20/08/17,1718,Barcelona,Betis,Home,2,2,0,H,0
20/08/2023,2324,Barcelona,Cadiz,Home,10,2,0,H,0
20/09/15,1516,Barcelona,Levante,Home,8,4,1,H,0
20/09/2021,2122,Barcelona,Granada,Home,6,1,1,D,0
20/10/07,708,Barcelona,Villarreal,Away,6,1,3,H,0
20/10/12,1213,Barcelona,La Coruna,Away,6,5,4,A,1
20/10/2018,1819,Barcelona,Sevilla,Home,9,4,2,H,0
20/10/2022,2223,Barcelona,Villarreal,Home,5,3,0,H,0
20/10/2024,2425,Barcelona,Sevilla,Home,9,5,1,H,0
20/11/10,1011,Barcelona,Almeria,Away,13,8,0,A,0
20/11/2021,2122,Barcelona,Espanol,Home,6,1,0,H,0
20/12/05,506,Barcelona,Celta,Home,7,2,0,H,0
20/12/14,1415,Barcelona,Cordoba,Home,9,5,0,H,0
20/12/2023,2324,Barcelona,Almeria,Home,11,3,2,H,0
21/01/07,607,Barcelona,Gimnastic,Home,5,3,0,H,0
21/01/18,1718,Barcelona,Betis,Away,10,5,0,A,0
21/01/2024,2324,Barcelona,Betis,Away,4,4,2,A,0
21/02/09,809,Barcelona,Espanol,Home,2,1,2,A,1
21/02/15,1415,Barcelona,Malaga,Home,5,0,1,A,0
21/02/2021,2021,Barcelona,Cadiz,Home,4,1,1,D,0
21/03/06,506,Barcelona,Getafe,Home,4,3,1,H,0
21/03/10,910,Barcelona,Zaragoza,Away,6,4,2,A,0
21/03/2021,2021,Barcelona,Sociedad,Away,10,6,1,A,0
21/04/12,1112,Barcelona,Real Madrid,Home,3,1,2,A,0
21/04/2022,2122,Barcelona,Sociedad,Away,1,1,0,A,0
21/04/2024,2324,Barcelona,Real Madrid,Away,6,2,3,H,0
21/05/11,1011,Barcelona,Malaga,Away,8,3,1,A,0
21/05/17,1617,Barcelona,Eibar,Home,11,4,2,H,0
21/08/2021,2122,Barcelona,Ath Bilbao,Away,3,1,1,D,1
21/08/2022,2223,Barcelona,Sociedad,Away,7,4,1,A,0
21/09/05,506,Barcelona,Valencia,Home,5,2,2,D,0
21/09/08,809,Barcelona,Sp Gijon,Away,8,6,1,A,0
21/09/11,1112,Barcelona,Valencia,Away,7,2,2,D,0
21/09/13,1314,Barcelona,Vallecano,Away,8,4,0,A,0
21/09/14,1415,Barcelona,Levante,Away,8,5,0,A,0
21/09/16,1617,Barcelona,Ath Madrid,Home,7,1,1,D,0
21/09/2019,1920,Barcelona,Granada,Away,1,0,2,H,0
21/09/2025,2526,Barcelona,Getafe,Home,7,3,0,H,0
21/10/17,1718,Barcelona,Malaga,Home,4,2,0,H,0
21/11/09,910,Barcelona,Ath Bilbao,Away,3,1,1,D,0
21/11/15,1516,Barcelona,Real Madrid,Away,7,4,0,A,0
21/11/2020,2021,Barcelona,Ath Madrid,Away,4,0,1,H,0
21/12/06,607,Barcelona,Ath Madrid,Home,4,1,1,D,0
21/12/08,809,Barcelona,Villarreal,Away,7,2,1,A,1
21/12/2019,1920,Barcelona,Alaves,Home,4,4,1,H,0
21/12/2021,2122,Barcelona,Sevilla,Away,7,1,1,D,0
21/12/2024,2425,Barcelona,Ath Madrid,Home,7,1,2,A,0
21/12/2025,2526,Barcelona,Villarreal,Away,5,2,0,A,0
22/01/06,506,Barcelona,Alaves,Home,7,2,0,H,0
22/01/11,1011,Barcelona,Santander,Home,11,3,0,H,0
22/01/12,1112,Barcelona,Malaga,Away,11,4,1,A,0
22/01/17,1617,Barcelona,Eibar,Away,7,4,0,A,0
22/01/2023,2223,Barcelona,Getafe,Home,4,1,0,H,0
22/02/14,1314,Barcelona,Sociedad,Away,3,1,3,H,0
22/02/2020,1920,Barcelona,Eibar,Home,11,5,0,H,0
22/02/2025,2425,Barcelona,Las Palmas,Away,5,2,0,A,0
22/02/2026,2526,Barcelona,Levante,Home,9,3,0,H,0
22/03/09,809,Barcelona,Malaga,Home,14,6,0,H,0
22/03/15,1415,Barcelona,Real Madrid,Home,5,2,1,H,0
22/03/2026,2526,Barcelona,Vallecano,Home,4,1,0,H,0
22/04/07,607,Barcelona,Villarreal,Away,7,0,2,H,0
22/04/09,809,Barcelona,Sevilla,Home,7,4,0,H,0
22/04/2021,2021,Barcelona,Getafe,Home,6,5,2,H,0
22/04/2025,2425,Barcelona,Mallorca,Home,13,1,0,H,0
22/04/2026,2526,Barcelona,Celta,Home,3,1,0,H,0
22/05/2021,2021,Barcelona,Eibar,Away,3,1,0,A,0
22/05/2022,2122,Barcelona,Villarreal,Home,3,0,2,A,0
22/09/07,708,Barcelona,Sevilla,Home,6,2,1,H,0
22/09/09,910,Barcelona,Santander,Away,6,4,1,A,0
22/09/10,1011,Barcelona,Sp Gijon,Home,5,1,0,H,0
22/09/12,1213,Barcelona,Granada,Home,11,2,0,H,0
22/09/2024,2425,Barcelona,Villarreal,Away,10,5,1,A,0
22/10/05,506,Barcelona,Osasuna,Home,10,3,0,H,0
22/10/06,607,Barcelona,Real Madrid,Away,2,0,2,H,0
22/10/11,1112,Barcelona,Sevilla,Home,6,0,0,D,0
22/10/16,1617,Barcelona,Valencia,Away,8,3,2,A,0
22/10/2023,2324,Barcelona,Ath Bilbao,Home,7,1,0,H,0
22/11/14,1415,Barcelona,Sevilla,Home,10,5,1,H,0
22/11/2025,2526,Barcelona,Ath Bilbao,Home,7,4,0,H,0
22/12/12,1213,Barcelona,Valladolid,Away,5,3,1,A,0
22/12/13,1314,Barcelona,Getafe,Away,7,5,2,A,0
22/12/2018,1819,Barcelona,Celta,Home,5,2,0,H,0
22/12/2020,2021,Barcelona,Valladolid,Away,10,3,0,A,0
23/01/10,910,Barcelona,Valladolid,Away,8,3,0,A,0
23/01/16,1516,Barcelona,Malaga,Away,6,2,1,A,0
23/01/2022,2122,Barcelona,Alaves,Away,4,1,0,A,0
23/02/13,1213,Barcelona,Sevilla,Home,3,2,1,H,0
23/02/2019,1819,Barcelona,Sevilla,Away,8,4,2,A,0
23/03/08,708,Barcelona,Valladolid,Home,11,4,1,H,0
23/03/14,1314,Barcelona,Real Madrid,Away,6,4,3,A,0
23/04/11,1011,Barcelona,Osasuna,Home,2,2,0,H,0
23/04/16,1516,Barcelona,Sp Gijon,Home,10,6,0,H,0
23/04/17,1617,Barcelona,Real Madrid,Away,9,3,2,A,0
23/04/2019,1819,Barcelona,Alaves,Away,6,2,0,A,0
23/04/2023,2223,Barcelona,Ath Madrid,Home,4,1,0,H,0
23/05/09,809,Barcelona,Osasuna,Home,3,0,1,A,1
23/05/15,1415,Barcelona,La Coruna,Home,7,2,2,D,0
23/05/2023,2223,Barcelona,Valladolid,Away,6,1,3,H,0
23/05/2026,2526,Barcelona,Valencia,Away,4,1,3,H,0
23/06/2020,1920,Barcelona,Ath Bilbao,Home,4,1,0,H,0
23/08/15,1516,Barcelona,Ath Bilbao,Away,4,1,0,A,0
23/08/2025,2526,Barcelona,Levante,Away,10,3,2,A,0
23/09/15,1516,Barcelona,Celta,Away,7,1,4,H,0
23/09/17,1718,Barcelona,Girona,Away,5,3,0,A,0
23/09/2018,1819,Barcelona,Girona,Home,11,2,2,D,1
23/09/2021,2122,Barcelona,Cadiz,Away,2,0,0,D,1
23/09/2023,2324,Barcelona,Celta,Home,6,3,2,H,0
23/10/10,1011,Barcelona,Zaragoza,Away,10,2,0,A,0
23/10/2022,2223,Barcelona,Ath Bilbao,Home,7,4,0,H,0
23/11/08,809,Barcelona,Getafe,Home,4,1,1,D,0
23/11/13,1314,Barcelona,Granada,Home,8,4,0,H,0
23/11/2019,1920,Barcelona,Leganes,Away,6,2,1,A,0
23/11/2024,2425,Barcelona,Celta,Away,4,2,2,D,1
23/12/07,708,Barcelona,Real Madrid,Home,6,0,1,A,0
23/12/17,1718,Barcelona,Real Madrid,Away,11,3,0,A,0
24/01/07,607,Barcelona,Betis,Away,5,1,1,D,0
24/01/09,809,Barcelona,Numancia,Home,8,4,1,H,0
24/01/15,1415,Barcelona,Elche,Away,8,6,0,A,0
24/01/2021,2021,Barcelona,Elche,Away,8,2,0,A,0
24/02/08,708,Barcelona,Levante,Home,8,5,1,H,0
24/02/18,1718,Barcelona,Girona,Home,14,6,1,H,0
24/02/2021,2021,Barcelona,Elche,Home,5,3,0,H,0
24/02/2024,2324,Barcelona,Getafe,Home,9,4,0,H,0
24/03/10,910,Barcelona,Osasuna,Home,5,2,0,H,0
24/03/12,1112,Barcelona,Mallorca,Away,6,2,0,A,1
24/04/10,910,Barcelona,Xerez,Home,7,3,1,H,0
24/04/2022,2122,Barcelona,Vallecano,Home,5,0,1,A,0
24/08/14,1415,Barcelona,Elche,Home,6,3,0,H,1
24/08/2024,2425,Barcelona,Ath Bilbao,Home,5,2,1,H,0
24/09/05,506,Barcelona,Betis,Away,10,4,1,A,0
24/09/06,607,Barcelona,Valencia,Home,6,1,1,D,0
24/09/08,809,Barcelona,Betis,Home,8,3,2,H,0
24/09/11,1112,Barcelona,Ath Madrid,Home,8,5,0,H,0
24/09/13,1314,Barcelona,Sociedad,Home,9,4,1,H,0
24/09/14,1415,Barcelona,Malaga,Away,0,0,0,D,0
24/09/16,1617,Barcelona,Sp Gijon,Away,7,5,0,A,0
24/09/2019,1920,Barcelona,Villarreal,Home,4,2,1,H,0
24/10/2020,2021,Barcelona,Real Madrid,Home,4,1,3,A,0
24/10/2021,2122,Barcelona,Real Madrid,Home,2,1,2,A,0
24/11/07,708,Barcelona,Recreativo,Home,7,3,0,H,0
24/11/2018,1819,Barcelona,Ath Madrid,Away,2,1,1,D,0
25/01/2020,1920,Barcelona,Valencia,Away,5,0,2,H,0
25/01/2026,2526,Barcelona,Oviedo,Home,7,3,0,H,0
25/02/06,506,Barcelona,Zaragoza,Away,2,2,0,A,0
25/02/07,607,Barcelona,Ath Bilbao,Home,8,3,0,H,0
25/03/06,506,Barcelona,Malaga,Away,10,0,0,D,0
25/04/09,809,Barcelona,Valencia,Away,6,2,2,D,0
25/04/15,1415,Barcelona,Espanol,Away,5,2,0,A,1
25/04/2021,2021,Barcelona,Villarreal,Away,5,2,1,A,0
25/04/2026,2526,Barcelona,Getafe,Away,4,2,0,A,0
25/05/2025,2425,Barcelona,Ath Bilbao,Away,4,3,0,A,0
25/08/13,1314,Barcelona,Malaga,Away,11,1,0,A,0
25/08/2018,1819,Barcelona,Valladolid,Away,5,1,0,A,0
25/08/2019,1920,Barcelona,Betis,Home,7,5,2,H,0
25/09/10,1011,Barcelona,Ath Bilbao,Away,10,3,1,A,1
25/09/2024,2425,Barcelona,Getafe,Home,4,1,0,H,0
25/09/2025,2526,Barcelona,Oviedo,Away,10,3,1,A,0
25/10/08,809,Barcelona,Almeria,Home,9,5,0,H,0
25/10/09,910,Barcelona,Zaragoza,Home,13,6,1,H,0
25/10/11,1112,Barcelona,Granada,Away,7,1,0,A,0
25/10/14,1415,Barcelona,Real Madrid,Away,5,1,3,H,0
25/10/15,1516,Barcelona,Eibar,Home,5,3,1,H,1
25/11/06,607,Barcelona,Villarreal,Home,12,4,0,H,0
25/11/12,1213,Barcelona,Levante,Away,7,4,0,A,0
25/11/2023,2324,Barcelona,Vallecano,Away,4,1,1,D,0
26/01/14,1314,Barcelona,Malaga,Home,10,3,0,H,0
26/01/2025,2425,Barcelona,Valencia,Home,11,7,1,H,0
26/02/11,1011,Barcelona,Mallorca,Away,4,3,0,A,0
26/02/12,1112,Barcelona,Ath Madrid,Away,3,2,1,A,0
26/02/17,1617,Barcelona,Ath Madrid,Away,6,2,1,A,0
