HomeTeam,AwayTeam,era,HomeGoalsMeanL5Venuedpd,AwayGoalsMeanL5Venuedpd,HomeGoalsConcededL5Venuedpd,AwayGoalsConcededL5Venuedpd,HomeGoalDFMeanL5Venuedpd,AwayGoalDFMeanL5Venuedpd,HomePointsL5Venuedpd,AwayPointsL5Venuedpd,WinStreakL5Home,WinStreakL5Away,HomeOdds,DrawOdds,AwayOdds,HomeProb,DrawProb,AwayProb,MatchBalance,HomeGoalsConcededL5,HomeGoalsMeanL5,HomeShotsOTMeanL10,HomeGoalDFMeanL10,HomeGoalDFMeanL5,HomePointsMeanL5,HomePointsMeanL10,HomeGoalsMeanL10,HomeGoalsConcededL10,Homewin_streak,HomeH2HL5,HomeRedCardL2,AwayGoalsConcededL5,AwayGoalsMeanL5,AwayShotsOTMeanL10,AwayGoalDFMeanL10,AwayGoalDFMeanL5,AwayPointsMeanL5,AwayPointsMeanL10,AwayGoalsMeanL10,AwayGoalsConcededL10,Awaywin_streak,AwayH2HL5,AwayRedCardL2,HomeAttackVsAwayDefense,AwayAttackVsHomeDefense,GoalFormDiffL5,FormDiff
Getafe,Mallorca,0,1.6,1.2,1.2,1.6,0.4,-0.4,1.4,1.4,0,1,2.0,3.4,3.75,0.47134935304990755,0.27726432532347506,0.2513863216266174,0.21996303142329016,2.0,1.0,4.9,-0.2,-1.0,0.8,1.3,1.2,1.4,1,1.4,0.0,1.0,1.6,4.6,0.2,0.6,2.0,1.7,1.3,1.1,2,1.4,0.0,0.0,-0.3999999999999999,-1.6,-1.2
Malaga,Santander,0,1.2,2.2,2.2,1.2,-1.0,-2.0,0.6,0.2,1,0,2.0,3.4,3.75,0.47134935304990755,0.27726432532347506,0.2513863216266174,0.21996303142329016,1.6,0.4,3.8,-1.1,-1.2,0.6,0.7,0.8,1.9,0,1.4,0.0,1.0,1.2,5.4,-0.6,0.2,1.4,1.1,0.9,1.5,1,1.4,0.5,-0.6,-0.40000000000000013,-1.4,-0.7999999999999999
Sociedad,Ath Bilbao,0,1.6,1.2,1.2,1.6,0.4,-1.8,1.8,0.2,0,0,2.3,3.3,3.1,0.41002004008016035,0.28577154308617236,0.30420841683366734,0.10581162324649301,1.6,1.8,3.8,0.0,0.2,1.8,1.5,1.5,1.5,1,0.5,0.0,1.8,1.4,5.4,-0.2,-0.4,1.8,1.5,1.7,1.9,1,2.0,0.0,0.0,-0.20000000000000018,0.6000000000000001,0.0
Villarreal,Sevilla,0,2.0,0.4,0.4,2.0,1.6,-1.4,2.6,1.2,0,1,1.83,3.5,4.2,0.5105762217359592,0.26695842450765866,0.2224653537563822,0.28811086797957697,1.2,2.0,6.7,1.0,0.8,1.6,2.1,2.0,1.0,1,0.6,0.0,2.2,1.2,5.3,-0.6,-1.0,1.2,1.3,1.4,2.0,0,2.4,0.0,-0.20000000000000018,0.0,1.8,0.40000000000000013
Ath Madrid,La Coruna,16,1.8,0.8,0.8,1.8,1.0,-1.6,2.0,0.8,0,0,1.44,4.2,7.0,0.6457564575645757,0.22140221402214022,0.13284132841328414,0.5129151291512916,1.8,1.8,5.7,-0.1,0.0,1.2,1.3,1.4,1.5,0,2.4,0.0,0.4,1.2,4.3,-0.3,0.8,2.0,1.4,1.0,1.3,1,0.6,0.0,1.4,-0.6000000000000001,-0.8,-0.8
Getafe,Villarreal,16,2.2,0.8,0.8,2.2,1.4,0.4,2.0,1.6,1,1,2.5,3.3,2.75,0.37499999999999994,0.28409090909090906,0.34090909090909083,0.034090909090909116,1.4,1.6,4.9,0.3,0.2,1.4,1.6,1.5,1.2,2,0.8,0.0,1.0,2.0,6.3,1.0,1.0,2.0,2.1,2.0,1.0,2,2.0,0.0,0.6000000000000001,0.6000000000000001,-0.8,-0.6000000000000001
Sevilla,Almeria,16,2.2,1.8,1.8,2.2,0.4,-0.2,1.8,0.8,0,0,1.4,4.5,7.5,0.6676557863501484,0.20771513353115725,0.12462908011869436,0.5430267062314541,1.4,1.2,5.2,-0.7,-0.2,1.2,1.2,1.3,2.0,0,2.4,0.0,2.6,0.6,4.4,-0.9,-2.0,0.4,0.8,0.8,1.7,0,0.6,0.0,-1.4000000000000001,-0.7999999999999999,1.8,0.7999999999999999
Zaragoza,Real Madrid,16,1.2,2.2,2.2,1.2,-1.0,0.2,0.8,2.0,0,0,12.0,5.5,1.25,0.07823613086770981,0.17069701280227595,0.7510668563300142,0.6728307254623045,1.8,1.2,3.9,-0.7,-0.6,1.0,0.7,1.0,1.7,0,0.4,0.5,1.2,2.0,7.8,1.9,0.8,2.4,2.5,2.9,1.0,1,2.2,0.5,0.0,0.19999999999999996,-1.4,-1.4
Mallorca,Santander,16,1.2,0.4,0.4,1.2,0.8,-2.6,2.0,0.0,1,0,1.73,3.5,5.0,0.5433938829374321,0.2685918335662164,0.18801428349635152,0.35537959944108055,1.4,1.2,4.6,0.2,-0.2,1.4,1.7,1.3,1.1,0,2.6,0.0,1.6,0.6,5.4,-0.9,-1.0,0.8,1.0,0.9,1.8,0,0.2,0.0,-0.40000000000000013,-0.7999999999999999,0.8,0.5999999999999999
Barcelona,Sociedad,16,3.2,0.6,0.6,3.2,2.6,-0.2,2.6,1.2,4,1,1.1,8.5,26.0,0.8534466113149256,0.1104460320525198,0.03610735663255455,0.817339254682371,0.4,4.4,8.7,3.0,4.0,3.0,2.8,3.5,0.5,8,3.0,0.0,1.4,1.8,3.8,0.4,0.4,1.8,1.8,1.6,1.2,2,0.0,0.0,3.0000000000000004,1.4,3.6,1.2
Ath Bilbao,Espanol,16,1.6,0.8,0.8,1.6,0.8,-0.4,2.4,1.4,4,1,1.95,3.4,3.9,0.4822695035460994,0.2765957446808511,0.2411347517730497,0.2411347517730497,2.2,0.8,5.1,-0.7,-1.4,1.2,1.2,1.4,2.1,0,1.4,0.0,0.4,1.6,5.2,0.5,1.2,2.6,2.2,1.2,0.7,3,1.4,0.5,0.4,-0.6000000000000001,-2.5999999999999996,-1.4000000000000001
Valencia,Osasuna,16,1.6,1.0,1.0,1.6,0.6,-1.6,2.0,0.2,2,0,1.4,4.5,7.5,0.6676557863501484,0.20771513353115725,0.12462908011869436,0.5430267062314541,1.2,1.0,4.2,0.0,-0.2,1.4,1.4,1.2,1.2,0,2.4,0.5,1.4,0.8,4.1,-0.4,-0.6,1.2,1.1,0.9,1.3,0,0.6,0.0,-0.3999999999999999,-0.3999999999999999,0.39999999999999997,0.19999999999999996
Espanol,Barcelona,16,1.6,0.2,0.2,1.6,1.4,3.4,3.0,3.0,8,9,12.0,5.5,1.25,0.07823613086770981,0.17069701280227595,0.7510668563300142,0.6728307254623045,0.8,1.6,5.1,0.3,0.8,2.0,1.9,1.2,0.9,0,1.0,0.5,0.2,4.8,8.6,3.3,4.6,3.0,2.8,3.7,0.4,9,1.6,0.0,1.4000000000000001,4.0,-3.8,-1.0
La Coruna,Sp Gijon,16,1.4,0.4,0.4,1.4,1.0,-1.0,2.0,0.4,3,0,2.05,3.25,3.75,0.45925577013659924,0.2896844088553933,0.25105982100800756,0.20819594912859168,0.6,0.8,3.6,-0.3,0.2,1.4,1.4,1.0,1.3,0,0.25,0.0,1.4,0.4,3.6,-0.6,-1.0,0.2,0.7,0.8,1.4,0,2.5,0.0,-0.5999999999999999,-0.19999999999999996,1.2,1.2
Levante,Ath Bilbao,16,1.6,0.8,0.8,1.6,0.8,-2.2,2.0,0.0,2,0,2.8,3.25,2.5,0.33539731682146534,0.2889576883384932,0.3756449948400412,0.04024767801857587,1.2,1.4,3.8,-0.1,0.2,1.4,1.1,1.3,1.4,0,0.25,0.0,1.6,1.0,5.4,-0.4,-0.6,1.8,1.5,1.5,1.9,1,2.5,0.0,-0.20000000000000018,-0.19999999999999996,0.8,-0.40000000000000013
Sociedad,Valencia,16,1.8,0.8,0.8,1.8,1.0,-0.6,2.4,0.8,1,0,3.1,3.25,2.3,0.3028768233387358,0.28889789303079416,0.40822528363047,0.10534846029173422,2.4,1.6,3.5,0.1,-0.8,1.2,1.8,1.6,1.5,0,0.25,0.0,1.4,1.6,4.6,-0.2,0.2,1.6,1.2,1.3,1.5,0,2.5,0.5,0.20000000000000018,-0.7999999999999998,-1.0,-0.40000000000000013
Villarreal,Mallorca,16,2.0,0.4,0.4,2.0,1.6,-0.4,2.6,1.4,1,0,1.53,3.8,6.5,0.6104945747546898,0.245804394572283,0.143701030673027,0.46679354408166285,1.0,1.2,6.2,0.8,0.2,1.4,1.8,1.7,0.9,0,1.6,0.0,1.0,0.8,4.4,-0.1,-0.2,1.4,1.4,1.1,1.2,0,1.0,0.0,0.19999999999999996,-0.19999999999999996,0.4,0.0
Almeria,Getafe,16,0.8,2.4,2.4,0.8,-1.6,-0.8,0.8,1.2,0,1,2.5,3.2,2.8,0.3739565943238731,0.2921535893155259,0.333889816360601,0.04006677796327213,2.6,1.0,4.7,-0.9,-1.6,0.8,0.8,0.9,1.8,1,1.6,0.0,0.8,1.6,5.0,0.3,0.8,2.0,1.6,1.5,1.2,3,1.0,1.0,0.19999999999999996,-1.0,-2.4000000000000004,-1.2
Malaga,Ath Madrid,16,1.8,2.0,2.0,1.8,-0.2,-1.2,1.2,0.6,2,0,3.25,3.5,2.1,0.28767123287671237,0.2671232876712329,0.4452054794520548,0.15753424657534243,2.0,1.2,4.1,-1.2,-0.8,1.2,0.7,0.9,2.1,0,1.4,0.0,1.4,2.2,6.0,0.0,0.8,1.8,1.3,1.5,1.5,1,1.4,0.0,-0.19999999999999996,0.20000000000000018,-1.6,-0.6000000000000001
Osasuna,Zaragoza,16,1.6,0.8,0.8,1.6,0.8,-0.4,2.0,0.6,0,0,2.0,3.4,3.75,0.47134935304990755,0.27726432532347506,0.2513863216266174,0.21996303142329016,2.0,0.8,4.3,-0.3,-1.2,0.8,1.2,1.2,1.5,0,2.0,0.0,2.0,0.8,3.6,-0.8,-1.2,0.4,0.7,1.1,1.9,0,0.8,0.0,-1.2,-1.2,0.0,0.4
Real Madrid,Sevilla,16,4.2,0.6,0.6,4.2,3.6,-1.8,3.0,0.6,10,0,1.2,6.5,13.0,0.783132530120482,0.14457831325301207,0.07228915662650603,0.710843373493976,1.4,2.2,7.9,2.1,0.8,2.4,2.7,3.2,1.1,2,1.8,0.0,2.0,1.0,5.5,-0.7,-1.0,0.6,1.2,1.4,2.1,0,1.2,0.5,0.20000000000000018,-0.3999999999999999,1.8,1.7999999999999998
Valencia,Espanol,16,1.8,1.4,1.4,1.8,0.4,-0.4,1.6,1.4,0,0,1.62,3.75,5.5,0.5791912384161751,0.2502106149957877,0.17059814658803707,0.4085930918281381,1.6,1.6,4.5,-0.2,0.0,1.6,1.2,1.3,1.5,1,1.8,0.0,1.8,1.8,4.7,0.0,0.0,1.8,1.9,1.3,1.3,0,1.2,0.0,-0.19999999999999996,0.19999999999999996,0.0,-0.19999999999999996
Sevilla,Osasuna,16,1.8,2.2,2.2,1.8,-0.4,-1.4,1.2,0.4,0,0,1.62,3.75,5.5,0.5791912384161751,0.2502106149957877,0.17059814658803707,0.4085930918281381,2.0,0.6,4.7,-1.0,-1.4,0.0,0.9,1.1,2.1,0,2.2,1.0,1.4,0.8,4.0,-0.3,-0.6,1.0,1.2,1.1,1.4,0,0.4,0.0,-0.7999999999999999,-1.2,-0.7999999999999999,-1.0
Sp Gijon,Malaga,16,1.0,1.2,1.2,1.0,-0.2,-2.4,1.0,0.0,0,0,2.2,3.3,3.25,0.42669584245076586,0.2844638949671772,0.2888402625820569,0.13785557986870894,1.4,0.6,3.4,-0.6,-0.8,0.4,0.7,0.7,1.3,0,1.25,0.0,2.6,1.0,4.0,-1.5,-1.6,0.6,0.6,0.8,2.3,0,1.25,0.0,-2.0,-0.3999999999999999,0.8,-0.19999999999999996
Ath Bilbao,La Coruna,16,1.8,0.4,0.4,1.8,1.4,-1.0,3.0,0.8,5,0,1.67,3.5,5.5,0.5615519253208868,0.26794049008168025,0.1705075845974329,0.39104434072345395,1.8,1.2,5.8,-0.2,-0.6,1.8,1.8,1.6,1.8,2,0.6,0.0,0.8,1.0,3.9,0.2,0.2,1.4,1.5,1.0,0.8,0,2.4,0.0,0.3999999999999999,-0.8,-0.8,0.40000000000000013
Barcelona,Levante,16,4.0,0.4,0.4,4.0,3.6,-1.0,3.0,0.2,5,0,1.06,11.0,29.0,0.8826784726065301,0.08505810736026563,0.032263420033204204,0.8504150525733258,0.2,5.2,8.6,3.7,5.0,3.0,3.0,4.1,0.4,10,2.5,0.0,1.4,1.6,3.8,-0.2,0.2,1.4,1.0,1.3,1.5,0,0.25,0.0,3.8000000000000003,1.4000000000000001,4.8,1.6
Ath Madrid,Santander,0,2.0,0.8,0.8,2.0,1.2,-2.0,2.0,0.6,1,1,1.44,4.33,7.0,0.6500776404176282,0.2161921021250311,0.13373025745734066,0.5163473829602875,1.4,2.2,6.2,0.5,0.8,1.8,1.6,1.7,1.2,2,1.6,0.0,1.4,0.8,5.0,-0.5,-0.6,1.4,1.4,1.0,1.5,0,1.0,0.0,0.8000000000000003,-0.5999999999999999,1.4,0.40000000000000013
Getafe,Real Madrid,0,1.8,0.8,0.8,1.8,1.0,0.6,2.0,2.4,2,1,10.0,5.25,1.29,0.09383768055699887,0.1787384391561883,0.7274238802868128,0.633586199729814,0.8,2.2,5.2,0.1,1.4,2.6,1.6,1.5,1.4,4,1.2,1.0,1.4,2.2,7.6,1.7,0.8,2.4,2.7,2.7,1.0,3,1.8,0.5,0.8000000000000003,1.4000000000000001,0.5999999999999999,0.20000000000000018
Villarreal,Almeria,0,2.2,0.6,0.6,2.2,1.6,-0.2,2.6,0.8,2,1,1.44,4.33,7.0,0.6500776404176282,0.2161921021250311,0.13373025745734066,0.5163473829602875,0.6,1.6,5.9,0.8,1.0,2.0,1.8,1.8,1.0,1,0.8,0.0,3.0,1.4,4.5,-1.0,-1.6,0.8,0.7,1.0,2.0,0,2.0,0.0,-1.4,0.7999999999999999,2.6,1.2
Zaragoza,Sociedad,0,1.0,2.4,2.4,1.0,-1.4,-0.8,0.6,1.2,0,0,2.2,3.4,3.2,0.42834645669291344,0.2771653543307087,0.29448818897637796,0.13385826771653547,1.6,0.6,3.3,-0.8,-1.0,0.6,0.7,0.9,1.7,0,2.25,0.0,2.4,1.6,3.3,-0.1,-0.8,1.2,1.5,1.6,1.7,0,0.75,0.0,-1.7999999999999998,0.0,-0.19999999999999996,-0.6
La Coruna,Barcelona,0,1.6,0.2,0.2,1.6,1.4,3.8,2.2,3.0,0,10,13.0,6.5,1.2,0.07228915662650603,0.14457831325301207,0.783132530120482,0.710843373493976,1.0,0.8,3.2,0.3,-0.2,1.4,1.7,1.2,0.9,1,0.8,0.5,0.4,4.0,8.8,3.7,3.6,3.0,3.0,4.1,0.4,11,2.0,0.0,0.4,3.0,-3.8000000000000003,-1.6
Malaga,Ath Bilbao,0,1.4,2.0,2.0,1.4,-0.6,-1.8,1.2,0.6,0,1,2.25,3.4,3.1,0.41883568448241604,0.27717067355454006,0.3039936419630439,0.11484204251937213,2.2,1.4,4.4,-1.1,-0.8,1.2,0.9,0.9,2.0,1,1.2,0.0,1.2,1.2,5.8,-0.4,0.0,1.8,1.5,1.5,1.9,0,1.2,1.0,0.19999999999999996,-1.0000000000000002,-0.8,-0.6000000000000001
Sociedad,Sevilla,0,1.8,1.2,1.2,1.8,0.6,-1.6,1.8,0.6,0,0,2.8,3.25,2.5,0.33539731682146534,0.2889576883384932,0.3756449948400412,0.04024767801857587,2.0,1.4,3.0,-0.1,-0.6,1.2,1.5,1.6,1.7,0,0.25,0.0,1.6,0.6,4.8,-0.7,-1.0,0.6,1.2,1.2,1.9,1,2.5,0.5,-0.20000000000000018,-1.4,0.4,0.6
Osasuna,Getafe,0,1.4,0.6,0.6,1.4,0.8,-0.8,2.0,1.2,0,2,2.25,3.25,3.2,0.41746111389864526,0.28901154039136984,0.29352734570998495,0.12393376818866031,1.6,0.6,4.1,-0.4,-1.0,0.4,1.1,1.1,1.5,0,1.4,0.0,1.2,2.4,4.9,0.2,1.2,2.4,1.6,1.7,1.5,0,1.4,0.0,-0.6,0.7999999999999998,-2.2,-2.0
Espanol,Zaragoza,0,1.6,1.2,1.2,1.6,0.4,-0.2,2.4,0.8,0,0,1.73,3.6,4.75,0.5420741468672235,0.26049674280008245,0.19742911033269403,0.3446450365345295,2.2,1.4,4.2,-0.2,-0.8,1.2,1.6,1.3,1.5,0,1.0,0.0,1.6,0.8,3.9,-0.6,-0.8,1.0,1.0,1.0,1.6,1,1.6,0.0,-0.20000000000000018,-1.4000000000000001,0.0,0.19999999999999996
Levante,Valencia,0,1.8,1.2,1.2,1.8,0.6,-0.8,1.8,0.8,0,1,4.33,3.4,1.85,0.21672840037901628,0.2760099922473943,0.5072616073735894,0.2905332069945731,1.6,1.2,3.7,-0.4,-0.4,0.8,0.7,1.2,1.6,0,1.0,0.0,1.6,1.8,5.1,0.0,0.2,2.0,1.5,1.4,1.4,2,1.75,0.5,-0.40000000000000013,0.19999999999999996,-0.6000000000000001,-1.2
Mallorca,Almeria,0,1.4,0.4,0.4,1.4,1.0,-0.4,2.0,0.8,1,0,1.73,3.4,4.5,0.5281872475575656,0.26875409949252604,0.20305865294990852,0.3251285946076571,1.4,1.2,5.3,0.1,-0.2,1.2,1.6,1.4,1.3,1,1.6,0.0,1.8,1.4,4.3,-1.1,-0.4,0.8,0.7,1.0,2.1,0,1.0,0.0,-0.6000000000000001,0.0,0.2,0.3999999999999999
Real Madrid,Villarreal,0,3.2,0.4,0.4,3.2,2.8,0.0,3.0,1.0,11,0,1.29,5.5,10.0,0.7333822254816987,0.17201146743116208,0.09460630708713914,0.6387759183945596,1.6,1.8,7.4,1.5,0.2,2.4,2.7,2.6,1.1,4,2.4,1.0,0.4,1.8,6.0,1.0,1.4,2.4,2.0,1.8,0.8,2,0.6,0.0,1.4,0.19999999999999996,-1.2,0.0
Santander,Sp Gijon,0,1.2,0.2,0.2,1.2,1.0,-1.0,2.2,0.4,0,0,1.91,3.4,4.0,0.4903728275762602,0.2754741472560756,0.23415302516766426,0.256219802408596,0.8,0.6,3.9,-0.6,-0.2,1.6,1.2,0.9,1.5,0,3.0,0.0,1.6,0.8,3.3,-0.9,-0.8,0.4,0.4,0.6,1.5,0,0.0,0.0,-1.0,0.0,0.6000000000000001,1.2000000000000002
Ath Bilbao,Santander,16,1.6,0.6,0.6,1.6,1.0,-1.0,2.4,0.8,0,0,1.67,3.6,5.25,0.5611722264285397,0.26032156059323924,0.17850621297822117,0.38266601345031853,1.4,1.2,5.5,-0.3,-0.2,1.4,1.6,1.3,1.6,0,2.2,1.0,1.0,0.6,3.9,-0.1,-0.4,1.2,1.3,0.9,1.0,0,0.4,0.0,0.19999999999999996,-0.7999999999999999,0.2,0.19999999999999996
Getafe,Sociedad,16,1.6,1.4,1.4,1.6,0.2,-0.8,1.4,1.2,0,0,1.8,3.25,5.0,0.522508038585209,0.28938906752411575,0.18810289389067525,0.33440514469453375,1.0,1.8,5.0,-0.1,0.8,2.0,1.4,1.4,1.5,0,1.75,0.0,2.4,1.2,3.1,-0.5,-1.2,0.6,1.2,1.5,2.0,0,1.0,0.0,-0.5999999999999999,0.19999999999999996,2.0,1.4
Sevilla,Espanol,16,1.2,1.6,1.6,1.2,-0.4,-0.8,1.2,0.8,1,0,1.73,3.5,5.0,0.5433938829374321,0.2685918335662164,0.18801428349635152,0.35537959944108055,1.4,1.0,4.4,-0.7,-0.4,1.2,1.2,1.1,1.8,2,2.0,0.0,1.8,1.6,4.5,0.1,-0.2,1.2,1.6,1.5,1.4,1,0.8,0.0,-0.8,0.20000000000000018,-0.2,0.0
Villarreal,Osasuna,16,2.2,0.6,0.6,2.2,1.6,-1.6,2.6,0.2,3,0,1.53,3.8,6.5,0.6104945747546898,0.245804394572283,0.143701030673027,0.46679354408166285,1.2,1.6,5.8,0.6,0.4,1.8,1.7,1.8,1.2,0,0.8,0.0,1.4,0.6,3.6,-0.7,-0.8,0.6,0.9,0.8,1.5,0,1.4,0.0,0.20000000000000018,-0.6,1.2000000000000002,1.2000000000000002
Zaragoza,Levante,16,1.4,2.2,2.2,1.4,-0.8,-1.0,1.2,0.2,1,0,1.91,3.4,4.0,0.4903728275762602,0.2754741472560756,0.23415302516766426,0.256219802408596,1.8,0.8,3.9,-0.8,-1.0,1.0,1.0,1.0,1.8,0,1.25,0.0,1.2,1.0,3.7,-0.4,-0.2,0.8,0.7,1.1,1.5,0,1.25,0.0,-0.3999999999999999,-0.8,-0.8,0.19999999999999996
Almeria,Real Madrid,16,1.0,2.8,2.8,1.0,-1.8,0.2,0.6,2.4,0,2,10.0,6.0,1.25,0.09375,0.15625,0.75,0.65625,2.2,1.4,3.7,-1.4,-0.8,0.8,0.6,1.0,2.4,0,0.8,0.0,1.0,2.6,7.1,1.2,1.6,3.0,2.7,2.4,1.2,5,2.0,0.5,0.3999999999999999,0.3999999999999999,-2.4000000000000004,-2.2
Barcelona,Malaga,16,4.0,0.4,0.4,4.0,3.6,-1.6,3.0,0.6,6,1,1.08,10.0,23.0,0.8658334588164432,0.09351001355217589,0.040656527631380814,0.8251769311850624,0.4,3.8,8.3,3.9,3.4,3.0,3.0,4.3,0.4,12,2.6,0.0,2.0,1.6,4.7,-0.8,-0.4,1.4,1.0,1.0,1.8,0,0.2,0.0,1.7999999999999998,1.2000000000000002,3.8,1.6
Valencia,La Coruna,16,2.0,1.2,1.2,2.0,0.8,-0.2,2.2,1.4,1,1,1.44,4.2,7.5,0.6515264333581534,0.22338049143708116,0.12509307520476545,0.526433358153388,1.4,1.6,5.2,0.2,0.2,2.0,1.8,1.4,1.2,3,1.8,0.5,1.6,0.8,3.1,0.2,-0.8,1.4,1.7,1.2,1.0,0,0.6,0.5,0.0,-0.5999999999999999,1.0,0.6000000000000001
Ath Madrid,Mallorca,16,1.6,0.8,0.8,1.6,0.8,-0.8,1.6,1.2,0,0,1.83,3.5,4.33,0.5140093406910212,0.2687534552755911,0.21723720403338773,0.29677213665763347,1.2,1.2,6.6,0.2,0.0,1.4,1.4,1.6,1.4,0,0.8,0.0,1.6,1.6,5.6,0.3,0.0,1.2,1.6,1.6,1.3,2,2.0,0.0,-0.40000000000000013,0.40000000000000013,0.0,0.19999999999999996
Sevilla,Levante,0,1.0,2.0,2.0,1.0,-1.0,-1.0,0.6,0.2,0,0,1.4,4.5,7.5,0.6676557863501484,0.20771513353115725,0.12462908011869436,0.5430267062314541,1.6,1.2,4.9,-0.3,-0.4,1.2,1.2,1.2,1.5,0,3.0,0.0,1.4,0.6,3.7,-0.4,-0.8,0.2,0.7,1.0,1.4,0,0.0,0.0,-0.19999999999999996,-1.0,0.4,1.0
Valencia,Malaga,0,2.2,1.0,1.0,2.2,1.2,-2.0,2.6,0.6,2,0,1.44,4.33,7.0,0.6500776404176282,0.2161921021250311,0.13373025745734066,0.5163473829602875,1.0,2.0,5.7,0.4,1.0,2.6,2.0,1.5,1.1,4,2.6,0.0,2.6,1.0,4.3,-1.0,-1.6,0.8,1.0,1.0,2.0,0,0.2,0.0,-0.6000000000000001,0.0,2.6,1.8
Barcelona,Santander,0,3.8,0.6,0.6,3.8,3.2,-1.0,3.0,0.8,7,0,1.07,11.0,23.0,0.8742829497546478,0.08504388693067938,0.040673163314672744,0.8336097864399751,0.6,4.0,8.3,3.7,3.4,3.0,3.0,4.2,0.5,13,2.6,0.0,0.6,0.6,3.6,-0.5,0.0,1.2,1.0,0.6,1.1,0,0.2,0.5,3.4,0.0,3.4,1.8
Zaragoza,La Coruna,0,1.0,1.8,1.8,1.0,-0.8,-0.8,1.2,0.8,2,0,2.0,3.4,3.75,0.47134935304990755,0.27726432532347506,0.2513863216266174,0.21996303142329016,1.6,0.8,3.8,-0.7,-0.8,1.4,1.2,1.0,1.7,1,1.8,0.0,2.0,0.6,2.8,-0.3,-1.4,0.8,1.4,0.9,1.2,0,0.6,0.0,-1.2,-1.0,0.5999999999999999,0.5999999999999999
Villarreal,Sociedad,0,2.2,0.8,0.8,2.2,1.4,-0.2,2.6,1.2,4,1,1.5,4.1,6.5,0.6263219741480611,0.22914218566392483,0.1445358401880141,0.481786133960047,1.6,2.2,6.6,0.8,0.6,1.8,1.9,2.1,1.3,1,1.4,0.0,2.4,1.6,3.3,-0.2,-0.8,0.6,1.2,1.7,1.9,1,1.4,0.0,-0.19999999999999973,0.0,1.4,1.2000000000000002
Sp Gijon,Ath Madrid,0,1.0,1.4,1.4,1.0,-0.4,-0.4,0.8,1.2,1,0,2.9,3.3,2.38,0.3228644248951739,0.28372934308969827,0.39340623201512787,0.07054180711995395,1.0,1.2,4.0,-0.4,0.2,1.2,0.7,0.8,1.2,1,0.2,0.0,0.8,1.8,6.0,0.5,1.0,2.0,1.6,1.8,1.3,1,2.6,0.5,0.3999999999999999,0.8,-0.8,-0.8
Getafe,Espanol,0,1.4,1.6,1.6,1.4,-0.2,0.0,1.4,1.4,0,1,2.1,3.3,3.5,0.4471544715447154,0.2845528455284553,0.26829268292682923,0.17886178861788615,1.8,1.2,5.1,-0.2,-0.6,1.4,1.4,1.4,1.6,0,1.2,0.0,2.0,1.8,4.5,0.5,-0.2,1.2,1.9,1.7,1.2,2,1.2,0.0,-0.8,0.0,-0.39999999999999997,0.19999999999999996
Almeria,Osasuna,0,1.0,2.8,2.8,1.0,-1.8,-1.4,0.6,0.2,0,0,2.2,3.2,3.4,0.4283464566929133,0.2944881889763779,0.27716535433070866,0.15118110236220467,2.2,1.4,3.7,-1.4,-0.8,0.8,0.6,1.0,2.4,0,1.4,0.0,1.6,1.0,3.6,-0.6,-0.6,0.6,0.9,0.9,1.5,0,1.4,0.0,-0.20000000000000018,-1.2000000000000002,-0.20000000000000007,0.20000000000000007
Real Madrid,Mallorca,0,2.8,0.6,0.6,2.8,2.2,-1.6,3.0,0.6,12,0,1.17,7.0,15.0,0.8031206975676917,0.13423588802202846,0.06264341441027994,0.7404772831574117,1.2,2.4,7.1,1.0,1.2,2.6,2.5,2.2,1.2,0,2.0,0.0,1.6,1.6,5.7,-0.1,0.0,1.2,1.3,1.4,1.5,0,0.8,0.5,0.7999999999999998,0.40000000000000013,1.2,1.4000000000000001
Ath Bilbao,Hercules,0,1.4,0.8,0.8,1.4,0.6,-1.8,2.4,0.2,1,0,1.73,3.6,4.75,0.5420741468672235,0.26049674280008245,0.19742911033269403,0.3446450365345295,1.2,1.6,5.2,-0.5,0.4,2.0,1.6,1.2,1.7,1,3.0,0.0,1.4,1.6,4.3,-0.3,0.2,1.4,1.3,1.3,1.6,0,0.0,0.0,0.20000000000000018,0.40000000000000013,0.2,0.6000000000000001
Hercules,Barcelona,0,2.8,1.4,1.4,2.8,1.4,4.2,2.4,3.0,4,11,15.0,7.0,1.17,0.06264341441027994,0.13423588802202846,0.8031206975676917,0.7404772831574117,1.8,0.8,4.5,-0.3,-1.0,0.8,1.3,1.3,1.6,0,3.0,0.0,0.6,3.6,8.6,3.8,3.0,3.0,3.0,4.2,0.4,14,0.0,0.0,0.20000000000000007,1.8,-4.0,-2.2
La Coruna,Sevilla,0,1.6,1.0,1.0,1.6,0.6,-1.0,2.0,1.2,0,1,3.5,3.3,2.1,0.26829268292682923,0.2845528455284553,0.4471544715447154,0.17886178861788615,1.8,0.6,2.2,-0.5,-1.2,0.8,1.1,0.7,1.2,0,1.0,0.0,1.2,1.8,4.4,-0.2,0.6,1.8,1.2,1.4,1.6,1,1.6,0.0,-0.6,0.0,-1.7999999999999998,-1.0
